,Const. No.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Constituency
308,15,KALAVENKATARAO KIMIDI,Telugu Desam,87083,1142,88225,50.98,Cheepurupalle
309,15,BOTCHA SATYANARAYANA,Yuvajana Sramika Rythu Congress Party,75444,810,76254,44.06,Cheepurupalle
310,15,SABBI SATYANARAYANA,Bahujan Samaj Party,519,1,520,0.3,Cheepurupalle
311,15,ADAPAKA SURIBABU,Reforms Party of India,207,0,207,0.12,Cheepurupalle
312,15,KANIGIRI SRINIVASARAO,Jaibhim Rao Bharat Party,466,2,468,0.27,Cheepurupalle
313,15,GURUGUBELLI APPALANAIDU,Independent,438,1,439,0.25,Cheepurupalle
314,15,NOTA,None of the Above,2848,7,2855,1.65,Cheepurupalle
315,96,KAVATI SIVA NAGA MANOHAR NAIDU,Yuvajana Sramika Rythu Congress Party,77036,764,77800,39.82,Chilakaluripet
316,96,KOPPULA BABU RAO,Bahujan Samaj Party,455,9,464,0.24,Chilakaluripet
317,96,PRATHIPATI PULLARAO,Telugu Desam,109573,1489,111062,56.84,Chilakaluripet
318,96,MADDULA RADHA KRISHNA,Indian National Congress,2235,35,2270,1.16,Chilakaluripet
319,96,MUKIRI. RAMAKOTESWARA RAO,Indian Labour Party (Ambedkar Phule),61,0,61,0.03,Chilakaluripet
320,96,RATNA KUMARI. TANNIRU,Pyramid Party of India,97,0,97,0.05,Chilakaluripet
321,96,RAVU SUBRAHMANYAM,Navataram Party,414,4,418,0.21,Chilakaluripet
322,96,VINOD KUMAR DOPPALAPUDI,Bharatha Chaitanya Yuvajana Party,28,0,28,0.01,Chilakaluripet
323,96,SHAIK GOUSE BASHA,Rashtriya Jankranti Party,28,0,28,0.01,Chilakaluripet
324,96,KATTA KIRAN KUMAR,Independent,22,0,22,0.01,Chilakaluripet
325,96,KUMAR SIVARAM VINAY. T,Independent,27,0,27,0.01,Chilakaluripet
326,96,GOUTHAM KATA,Independent,38,1,39,0.02,Chilakaluripet
327,96,CHELLI. DAYARATHNAM,Independent,34,0,34,0.02,Chilakaluripet
328,96,TANUBODDI SUNDARARAMIREDDY,Independent,44,0,44,0.02,Chilakaluripet
329,96,THAMMULURI RAMANAIAH,Independent,67,0,67,0.03,Chilakaluripet
330,96,NALLAMOTHU. MADHAVA RAO,Independent,227,0,227,0.12,Chilakaluripet
331,96,PRATHIPATI PICHAIAH,Independent,1060,0,1060,0.54,Chilakaluripet
332,96,PRATHIPATI RAVI BABU,Independent,127,0,127,0.06,Chilakaluripet
333,96,BAHUJANKU RAJESH,Independent,296,0,296,0.15,Chilakaluripet
334,96,MANOHAR DAMARLA,Independent,227,0,227,0.12,Chilakaluripet
335,96,P RAHAMTHUN,Independent,57,0,57,0.03,Chilakaluripet
336,96,RAMI REDDY MARELLA,Independent,34,0,34,0.02,Chilakaluripet
337,96,VANTARI. VIJAYAMMA,Independent,28,0,28,0.01,Chilakaluripet
338,96,SAMBASIVARAO PONNEGANTI,Independent,39,0,39,0.02,Chilakaluripet
339,96,SAI GANESH KORNEPATI,Independent,53,3,56,0.03,Chilakaluripet
340,96,NOTA,None of the Above,774,14,788,0.4,Chilakaluripet
341,68,VUNNAMATLA RAKADA ELIZA,Indian National Congress,4902,56,4958,2.2,Chintalapudi
342,68,KAMBHAM VIJAYA RAJU,Yuvajana Sramika Rythu Congress Party,91549,811,92360,40.98,Chintalapudi
343,68,ROSHAN KUMAR SONGA,Telugu Desam,118521,1605,120126,53.3,Chintalapudi
344,68,VENKATA CHAITANYA LAKKAPAMU,Bahujan Samaj Party,1070,6,1076,0.48,Chintalapudi
345,68,ESTHER RANI MUVVALA,Independent,2059,18,2077,0.92,Chintalapudi
346,68,KALAPALA PRASAD,Independent,188,1,189,0.08,Chintalapudi
347,68,TORLAPATI SRINIVASARAO,Independent,164,4,168,0.07,Chintalapudi
348,68,PACHIGOLLA JOHN DHARMA RAJU,Independent,315,1,316,0.14,Chintalapudi
349,68,NOTA,None of the Above,4103,18,4121,1.83,Chintalapudi
350,106,AMANCHI KRISHNA MOHAN,Indian National Congress,41295,564,41859,24.58,Chirala
351,106,KARANAM VENKATESH,Yuvajana Sramika Rythu Congress Party,50802,914,51716,30.36,Chirala
352,106,KATI MARK,Bahujan Samaj Party,1026,13,1039,0.61,Chirala
353,106,MADDULURI MALA KONDAIAH,Telugu Desam,71360,1340,72700,42.68,Chirala
354,106,ABDUL BASHEER SHAIK,Indian Union Muslim League,211,1,212,0.12,Chirala
355,106,ANKAMMA GANDHI LAGADAPATI,Pyramid Party of India,152,2,154,0.09,Chirala
356,106,THANNEERU VIJAY,Reforms Party of India,126,0,126,0.07,Chirala
357,106,RAVI KUMAR SEELAM,Liberation Congress Party,61,2,63,0.04,Chirala
358,106,VENKATESWARLU SEELAM,Jaathia Chethi Vruthula Ikya Vedika Party,53,0,53,0.03,Chirala
359,106,ASADI ANJANEYULU,Independent,108,2,110,0.06,Chirala
360,106,TELLA RAMBABU,Independent,51,1,52,0.03,Chirala
361,106,PATTAN KALESHA,Independent,39,1,40,0.02,Chirala
362,106,PINJALA SANTHARAM,Independent,97,1,98,0.06,Chirala
363,106,RAVINDRA BABU PAVULURI,Independent,113,0,113,0.07,Chirala
364,106,SRINIVASA RAO POLISETTY,Independent,732,6,738,0.43,Chirala
365,106,NOTA,None of the Above,1238,17,1255,0.74,Chirala
366,172,GURAJALA JAGAN MOHAN (GJM),Telugu Desam,85734,2332,88066,52.49,Chittoor
367,172,M.C. VIJAYANANDA REDDY,Yuvajana Sramika Rythu Congress Party,72399,1063,73462,43.78,Chittoor
368,172,G.TIKARAM @ TIKKI ROYAL,Indian National Congress,3197,67,3264,1.95,Chittoor
369,172,B. LOKANADHAM,Bahujan Samaj Party,613,8,621,0.37,Chittoor
370,172,DR. B.K. RAMANA REDDY,Akhil Bharatiya Jan Sangh,218,3,221,0.13,Chittoor
371,172,V. RAVI,Jaibhim Rao Bharat Party,83,2,85,0.05,Chittoor
372,172,V. SARITHA,Samajwadi Party,48,2,50,0.03,Chittoor
373,172,ANVESH MULAGURU,Independent,59,3,62,0.04,Chittoor
374,172,KOVI MOHAN VIJAYA KUMAR,Independent,63,1,64,0.04,Chittoor
375,172,V. THEJESH,Independent,209,3,212,0.13,Chittoor
376,172,V. PURUSHOTAM,Independent,115,5,120,0.07,Chittoor
377,172,K.PRABHAKAR REDDY,Independent,62,0,62,0.04,Chittoor
378,172,I. RIYAZ BASHA @ DADI MUNNA,Independent,399,5,404,0.24,Chittoor
379,172,NOTA,None of the Above,1061,35,1096,0.65,Chittoor
380,26,KARANAM DHARMASRI,Yuvajana Sramika Rythu Congress Party,66706,756,67462,36.32,Chodavaram
381,26,JAGATA SRINIVASURAO,Indian National Congress,2496,31,2527,1.36,Chodavaram
382,26,VEGI MAHALAKSHMI NAIDU,Bahujan Samaj Party,1166,13,1179,0.63,Chodavaram
383,26,SURYA NAGA SANYASI RAJU KALIDINDI,Telugu Desam,107871,1780,109651,59.03,Chodavaram
384,26,SAVARALA GANESH,Communist Party of India (Marxist-Leninist) (Liberation),671,5,676,0.36,Chodavaram
385,26,PERICHRLA VIVEKA RAJU,Independent,394,3,397,0.21,Chodavaram
386,26,NOTA,None of the Above,3825,24,3849,2.07,Chodavaram
387,103,ETTHADI SIVA PRASAD,Bahujan Samaj Party,556,5,561,0.27,Darsi
388,103,GOTTIPATI LAKSHMI,Telugu Desam,98330,1103,99433,48.01,Darsi
389,103,PUTLURI KONDA REDDY,Indian National Congress,1970,15,1985,0.96,Darsi
390,103,BUCHEPALLI SIVA PRASAD REDDY,Yuvajana Sramika Rythu Congress Party,100927,962,101889,49.2,Darsi
391,103,ARIGELA SRINIVASULU,Bharatha Chaitanya Yuvajana Party,302,3,305,0.15,Darsi
392,103,KUNCHALA KOTESWARARAO,Radical Party of India (Ambedkarist),102,0,102,0.05,Darsi
393,103,TENALI RAVIBABU,Andhra Rastra Praja Samithi,109,1,110,0.05,Darsi
394,103,TELUKUTLA KALYANA KUMAR,Samajwadi Party,114,0,114,0.06,Darsi
395,103,PATIBANDLA THRIPURADAS,Jatiya Jana Sena Party,94,0,94,0.05,Darsi
396,103,JOHN VESLY ANAPARTHI,Independent,136,0,136,0.07,Darsi
397,103,MANCHA MEENA,Independent,269,1,270,0.13,Darsi
398,103,NOTA,None of the Above,2098,9,2107,1.02,Darsi
399,64,ABBAYA CHOWDARY KOTHARU,Yuvajana Sramika Rythu Congress Party,80252,769,81021,41.62,Denduluru
400,64,ALAPATI NARASIMHA MURTHY,Indian National Congress,1594,13,1607,0.83,Denduluru
401,64,CHINTAMANENI PRABHAKAR,Telugu Desam,106327,960,107287,55.11,Denduluru
402,64,NETALA RAMESH BABU,Bahujan Samaj Party,1598,4,1602,0.82,Denduluru
403,64,CHILUKURI PRABHAKAR RAO,Jatiya Jana Sena Party,141,2,143,0.07,Denduluru
404,64,PRASAD AMUDALAPALLI,Pyramid Party of India,67,1,68,0.03,Denduluru
405,64,ASHOK CHOWDARY,Independent,74,0,74,0.04,Denduluru
406,64,ALAGA RAVI KUMAR,Independent,67,2,69,0.04,Denduluru
407,64,KONAKALLA SRINIVASA RAO,Independent,40,0,40,0.02,Denduluru
408,64,CHERUKURI SRI RAM KUMAR,Independent,124,2,126,0.06,Denduluru
409,64,NAGA RAM PRASAD PERISETTI,Independent,70,0,70,0.04,Denduluru
410,64,NUTI NAGARAJU,Independent,75,0,75,0.04,Denduluru
411,64,NUTHI RAVINDRA,Independent,142,1,143,0.07,Denduluru
412,64,PACHIGOLLA JOHN DHARMA RAJU,Independent,167,0,167,0.09,Denduluru
413,64,PALLI RAMESH,Independent,253,1,254,0.13,Denduluru
414,64,NOTA,None of the Above,1910,10,1920,0.99,Denduluru
415,160,KETHIREDDY VENKATA RAMI REDDY,Yuvajana Sramika Rythu Congress Party,101983,827,102810,46.76,Dharmavaram
416,160,RANGANA ASWARTHA NARAYANA,Indian National Congress,3722,36,3758,1.71,Dharmavaram
417,160,VINAY KUMAR SAKE,Bahujan Samaj Party,1089,6,1095,0.5,Dharmavaram
418,160,SATYA KUMAR YADAV,Bharatiya Janata Party,104957,1587,106544,48.46,Dharmavaram
419,160,DARA SHANKAR,Jaibhim Rao Bharat Party,616,0,616,0.28,Dharmavaram
420,160,SHEK AYAZ,Navataram Party,1146,9,1155,0.53,Dharmavaram
421,160,ILIYAZ AHMMAD SAYYAD,Independent,132,0,132,0.06,Dharmavaram
422,160,MACHIREDDY GARI ESWAR REDDY,Independent,98,0,98,0.04,Dharmavaram
423,160,J SURYA NARAYANA,Independent,73,0,73,0.03,Dharmavaram
424,160,DASARI KAVITHA,Independent,181,3,184,0.08,Dharmavaram
425,160,N DHANUNJAYA,Independent,131,0,131,0.06,Dharmavaram
426,160,BILLE NARENDRA,Independent,137,0,137,0.06,Dharmavaram
427,160,BEERE SOMA SEKHAR,Independent,249,2,251,0.11,Dharmavaram
428,160,RAVINDRA REDDY NAGU,Independent,611,0,611,0.28,Dharmavaram
429,160,D SREERAMULU NAIK,Independent,465,1,466,0.21,Dharmavaram
430,160,NOTA,None of the Above,1767,20,1787,0.81,Dharmavaram
431,141,KOTLA JAYA SURYA PRAKASH REDDY,Telugu Desam,92421,1102,93523,49.19,Dhone
432,141,DR. GARLAPATI. MADDULETY SWAMY,Indian National Congress,3961,27,3988,2.1,Dhone
433,141,BUGGANA RAJA REDDY,Yuvajana Sramika Rythu Congress Party,86690,784,87474,46.01,Dhone
434,141,RUDRAVARAM G.RAMUDU,Bahujan Samaj Party,781,3,784,0.41,Dhone
435,141,TARIGOPULA BALU YADAV,Bharatha Chaitanya Yuvajana Party,116,0,116,0.06,Dhone
436,141,BALAPALA. KUMAR SWAMY,Jaathia Chethi Vruthula Ikya Vedika Party,91,0,91,0.05,Dhone
437,141,AKHIL KUMAR CHENNURU,Independent,182,2,184,0.1,Dhone
438,141,AVULA MAHESH YADAV,Independent,115,0,115,0.06,Dhone
439,141,J CHINNA JAYARAMUDU,Independent,70,2,72,0.04,Dhone
440,141,PEYITI ANAND,Independent,123,0,123,0.06,Dhone
441,141,POLUR. NAGENDRA BABU.,Independent,130,1,131,0.07,Dhone
442,141,PRASAD.,Independent,135,0,135,0.07,Dhone
443,141,K.RAVI KUMAR,Independent,187,0,187,0.1,Dhone
444,141,K. S. REDDY.,Independent,682,4,686,0.36,Dhone
445,141,M.V.REDDY,Independent,324,0,324,0.17,Dhone
446,141,C.S.C. REDDY,Independent,825,0,825,0.43,Dhone
447,141,NOTA,None of the Above,1351,11,1362,0.72,Dhone
448,65,ALLA KALI KRISHNA SRINIVAS,Yuvajana Sramika Rythu Congress Party,48098,1076,49174,29.57,Eluru
449,65,RATHAN KANTH ANDUGALA,Bahujan Samaj Party,532,20,552,0.33,Eluru
450,65,RADHA KRISHNAYYA BADETI,Telugu Desam,109359,2203,111562,67.09,Eluru
451,65,ALLURI SATYANARAYANA RAJU,Pyramid Party of India,611,2,613,0.37,Eluru
452,65,JOSHILA MULAGALA,Jai Bharat National Party,96,3,99,0.06,Eluru
453,65,BANDI VENKATESWARA RAO,Communist Party of India,578,26,604,0.36,Eluru
454,65,MATHE BOBBY,Republican Party of India (A),1750,20,1770,1.06,Eluru
455,65,SHAIK HUSSAIN,Reforms Party of India,63,3,66,0.04,Eluru
456,65,JILLELLAMUDI NAGA UMAMAHESWARA RAO,Independent,127,3,130,0.08,Eluru
457,65,NALLAMELLI PRASANNA KUMAR,Independent,48,0,48,0.03,Eluru
458,65,M.M.NAIDU,Independent,81,0,81,0.05,Eluru
459,65,PITTA DHANUNJAY KUMAR,Independent,62,0,62,0.04,Eluru
460,65,POLISETTI TULASIRAM,Independent,95,0,95,0.06,Eluru
461,65,RAJANALA SRINVASA RAO,Independent,160,3,163,0.1,Eluru
462,65,NOTA,None of the Above,1212,44,1256,0.76,Eluru
463,7,ESWARA RAO NADUKUDITI,Bharatiya Janata Party,111024,1746,112770,54.59,Etcherla
464,7,KARIMAJJI MALLESWARA RAO,Indian National Congress,2415,37,2452,1.19,Etcherla
465,7,KIRAN KUMAR GORLE,Yuvajana Sramika Rythu Congress Party,82777,904,83681,40.51,Etcherla
466,7,GANTLANA RAMARAO,Bahujan Samaj Party,877,7,884,0.43,Etcherla
467,7,KONETI NEELACHALAM,Pyramid Party of India,183,1,184,0.09,Etcherla
468,7,BARRI KORLAYYA,Jai Bharat National Party,217,0,217,0.11,Etcherla
469,7,NADUPURU ESWARA RAO,Independent,598,3,601,0.29,Etcherla
470,7,GORLE KIRAN KUMAR,Independent,300,3,303,0.15,Etcherla
471,7,GORLE RAMBABU,Independent,679,0,679,0.33,Etcherla
472,7,RAMYA SUVVARU,Independent,830,9,839,0.41,Etcherla
473,7,NOTA,None of the Above,3938,14,3952,1.91,Etcherla
474,16,APPALANARASAYYA BOTCHA,Yuvajana Sramika Rythu Congress Party,71914,836,72750,40.8,Gajapathinagaram
475,16,KONDAPALLI SRINIVAS,Telugu Desam,96313,1738,98051,54.99,Gajapathinagaram
476,16,CHELLUBOINA SRINU,Bahujan Samaj Party,781,5,786,0.44,Gajapathinagaram
477,16,DOLA. SRINIVAS,Indian National Congress,1298,17,1315,0.74,Gajapathinagaram
478,16,KAKARLAPUDI SANDHYA,Pyramid Party of India,139,1,140,0.08,Gajapathinagaram
479,16,KILAPARTHI KUMAR RAJA,Samajwadi Party,171,2,173,0.1,Gajapathinagaram
480,16,KOTTHALI GOWRI NAIDU,Naba Bharata Nirmana Seva Party,185,0,185,0.1,Gajapathinagaram
481,16,PENTA SANKARARAO,Jaibhim Rao Bharat Party,140,3,143,0.08,Gajapathinagaram
482,16,LENKA SURYARAO,Jai Bharat Party,133,0,133,0.07,Gajapathinagaram
483,16,APPALANAIDU KILARI,Independent,133,1,134,0.08,Gajapathinagaram
484,16,KURMINAIDU GADAPU,Independent,157,0,157,0.09,Gajapathinagaram
485,16,TALUPULA. SANKAR RAO,Independent,230,0,230,0.13,Gajapathinagaram
486,16,MULAGADA DURGA RAO,Independent,387,0,387,0.22,Gajapathinagaram
487,16,NOTA,None of the Above,3712,17,3729,2.09,Gajapathinagaram
488,25,AVSS AMARNATH GUDIVADA,Yuvajana Sramika Rythu Congress Party,61529,939,62468,26.66,Gajuwaka
489,25,MARADANA JAGGUNAIDU,Communist Party of India (Marxist),3831,139,3970,1.69,Gajuwaka
490,25,APPARAO NANDIKOLLA,Bahujan Samaj Party,1123,11,1134,0.48,Gajuwaka
491,25,PALLA SRINIVAS RAO,Telugu Desam,155587,2116,157703,67.3,Gajuwaka
492,25,THOTA AKKAIAH,Loktantrik Janta Dal,537,0,537,0.23,Gajuwaka
493,25,KANDREGULA ADINARAYANA,Jai Maha Bharath Party,179,1,180,0.08,Gajuwaka
494,25,TALAPULA SAILAJA,Praja Prasthanam Party,121,1,122,0.05,Gajuwaka
495,25,ANAND KILARI,Praja Shanthi Party,1669,31,1700,0.73,Gajuwaka
496,25,BATHULA NEELAKANTAM,Naba Bharata Nirmana Seva Party,125,2,127,0.05,Gajuwaka
497,25,SAMUEL JOHN DHARMARAJU RAYAPATI,Dalita Bahujana Party,103,3,106,0.05,Gajuwaka
498,25,SUNKASURI SARAH JYOTHI,Navataram Party,136,2,138,0.06,Gajuwaka
499,25,KAKARLAMUDI KRISHNA PRADEEP,Independent,4285,31,4316,1.84,Gajuwaka
500,25,KOVIRI KRISHNA,Independent,130,3,133,0.06,Gajuwaka
501,25,SRINUVASA RAO SEEMAKURTHI,Independent,177,0,177,0.08,Gajuwaka
502,25,NOTA,None of the Above,1490,28,1518,0.65,Gajuwaka
503,171,K. KRUPALAKSHMI,Yuvajana Sramika Rythu Congress Party,74586,579,75165,41.02,Gangadhara Nellore (SC)
504,171,DR. VM. THOMAS,Telugu Desam,99455,1721,101176,55.22,Gangadhara Nellore (SC)
505,171,BHASKAR PODHUTOOR,Bahujan Samaj Party,773,6,779,0.43,Gangadhara Nellore (SC)
506,171,RAMESH BABU. D,Indian National Congress,2659,23,2682,1.46,Gangadhara Nellore (SC)
507,171,P. GUNASEKHAR,Samajwadi Party,282,0,282,0.15,Gangadhara Nellore (SC)
508,171,V. RAMA RAJU,Akhil Bharatiya Jan Sangh,164,0,164,0.09,Gangadhara Nellore (SC)
509,171,USURUPATI PADMANABHAM,Independent,185,1,186,0.1,Gangadhara Nellore (SC)
510,171,K. KARUNA SREE,Independent,151,2,153,0.08,Gangadhara Nellore (SC)
511,171,DEVARAJ,Independent,139,2,141,0.08,Gangadhara Nellore (SC)
512,171,PULIVELAM MADHU,Independent,126,1,127,0.07,Gangadhara Nellore (SC)
513,171,K. RAMU,Independent,241,0,241,0.13,Gangadhara Nellore (SC)
514,171,NOTA,None of the Above,2113,12,2125,1.16,Gangadhara Nellore (SC)
515,71,KALLAM VENKATESWARARAO,Communist Party of India (Marxist),1186,33,1219,0.51,Gannavaram
516,71,YARLAGADDA VENKATA RAO,Telugu Desam,134093,1459,135552,56.59,Gannavaram
517,71,VAMSI VALLABHANENI,Yuvajana Sramika Rythu Congress Party,96962,962,97924,40.88,Gannavaram
518,71,TADANKI JAGDISH RAMACHANDRARAO,Telugu Rajadhikara Samiti Party,703,1,704,0.29,Gannavaram
519,71,DONDAPATI ANAND PRASAD,All India Forward Bloc,256,0,256,0.11,Gannavaram
520,71,POTLURI RAVINDRA KUMAR,Republican Party of India (Athawale),602,0,602,0.25,Gannavaram
521,71,ARUNA KUMARI PRATHIPATI,Independent,145,2,147,0.06,Gannavaram
522,71,KORRAPOLU SRINIVASA RAO,Independent,349,0,349,0.15,Gannavaram
523,71,GUNTUPALLY UMAMAHESWARARAO,Independent,103,4,107,0.04,Gannavaram
524,71,POTLURI SREEDEVI,Independent,95,0,95,0.04,Gannavaram
525,71,VALLABHANENI MOHAN VAMSI K,Independent,634,2,636,0.27,Gannavaram
526,71,SARNALA VIJAYADURGA,Independent,203,0,203,0.08,Gannavaram
527,71,NOTA,None of the Above,1713,18,1731,0.72,Gannavaram
528,46,KOLLABATHULA SATYANARAYANA (SATYAM),Bahujan Samaj Party,1715,104,1819,1.08,Gannavaram(SC)
529,46,CHITTIBABU KONDETI,Indian National Congress,1526,57,1583,0.94,Gannavaram(SC)
530,46,VIPPARTHI . VENUGOPALARAO,Yuvajana Sramika Rythu Congress Party,61913,828,62741,37.3,Gannavaram(SC)
531,46,KHANDAVALLI SURENDRA.,Pyramid Party of India,720,0,720,0.43,Gannavaram(SC)
532,46,GIDDI. SATYANARAYANA,Janasena Party,94645,1463,96108,57.14,Gannavaram(SC)
533,46,DUKKIPATI VIJAYA CHANDRA,Jaibhim Rao Bharat Party,380,0,380,0.23,Gannavaram(SC)
534,46,NAKKA SEKHAR,Liberation Congress Party,232,1,233,0.14,Gannavaram(SC)
535,46,BALAKRISHNA KOTA,Jai Bharat National Party,439,3,442,0.26,Gannavaram(SC)
536,46,SATYANARAYANA GIDDI,Navarang Congress Party,936,3,939,0.56,Gannavaram(SC)
537,46,SATYANARAYANA. GIDDI,Jatiya Jana Sena Party,318,3,321,0.19,Gannavaram(SC)
538,46,ANANDARAO KOLLABATHULA,Independent,231,3,234,0.14,Gannavaram(SC)
539,46,GANNAVARAPU CHANDRA ANAND,Independent,211,2,213,0.13,Gannavaram(SC)
540,46,NAGABATHULA HEMANTH KUMAR,Independent,419,0,419,0.25,Gannavaram(SC)
541,46,MAKEY DAVY PRASAD.,Independent,294,5,299,0.18,Gannavaram(SC)
542,46,NOTA,None of the Above,1744,7,1751,1.04,Gannavaram(SC)
543,112,ASHOK REDDY MUTHUMULA,Telugu Desam,95608,2855,98463,47.6,Giddalur
544,112,ISUKALA JAYARAJU,Bahujan Samaj Party,1460,27,1487,0.72,Giddalur
545,112,KUNDURU NAGARJUNA REDDY (KP),Yuvajana Sramika Rythu Congress Party,96000,1490,97490,47.13,Giddalur
546,112,PAGADALA PEDDA RANGASWAMI,Indian National Congress,2759,120,2879,1.39,Giddalur
547,112,CHINTA SHAMSON,Telugu Rajadhikara Samiti Party,237,4,241,0.12,Giddalur
548,112,JAVVAJI PAVAN KUMAR,Pyramid Party of India,336,5,341,0.16,Giddalur
549,112,JANAVATH TAGORE NAIK,Liberation Congress Party,129,1,130,0.06,Giddalur
550,112,DASARI BABU RAO,Jaibhim Rao Bharat Party,156,4,160,0.08,Giddalur
551,112,KOPPULA NARASIMHULU,Independent,115,6,121,0.06,Giddalur
552,112,THAMIDALA KOTESWARA REDDY,Independent,77,0,77,0.04,Giddalur
553,112,PARISINENI VENKATESWARLU,Independent,572,5,577,0.28,Giddalur
554,112,PIDATALA RAMESH REDDY,Independent,110,3,113,0.05,Giddalur
555,112,BATTAPOTHULA OBULESU,Independent,165,3,168,0.08,Giddalur
556,112,BALASANI MALYADRI REDDY,Independent,176,2,178,0.09,Giddalur
557,112,BONTHA RANGA REDDY,Independent,149,1,150,0.07,Giddalur
558,112,BORRA RAGHAVENDRA YADAV,Independent,507,3,510,0.25,Giddalur
559,112,MEENIGE MURALI MOHAN REDDY,Independent,611,0,611,0.3,Giddalur
560,112,MUDIAM VENKATA RAMI REDDY,Independent,262,1,263,0.13,Giddalur
561,112,M.LAKSHMI RAMA NAIK,Independent,368,1,369,0.18,Giddalur
562,112,VARIKUNTLA PRASAD,Independent,149,1,150,0.07,Giddalur
563,112,VEERAMREDDY USHA RANI,Independent,135,5,140,0.07,Giddalur
564,112,NOTA,None of the Above,2233,18,2251,1.09,Giddalur
565,66,TANETI VANITA,Yuvajana Sramika Rythu Congress Party,87149,487,87636,41.4,Gopalapuram
566,66,BHARATHA RAO SIRRA (BHARATH),Bahujan Samaj Party,1023,12,1035,0.49,Gopalapuram
567,66,MADDIPATI VENKATA RAJU,Telugu Desam,113676,744,114420,54.06,Gopalapuram
568,66,SODADASI MARTIN LUTHER,Indian National Congress,2373,14,2387,1.13,Gopalapuram
569,66,PENUMAKA VENKATA RATNAM,Jatiya Jana Sena Party,342,0,342,0.16,Gopalapuram
570,66,BATHULA VENU,All India Forward Bloc,206,0,206,0.1,Gopalapuram
571,66,SRINIVASA RAO MULAGALA,Jai Bharat National Party,166,0,166,0.08,Gopalapuram
572,66,DODDIGARLA . NAGARJUNA,Independent,168,0,168,0.08,Gopalapuram
573,66,MUKKAVALLI VENKATA RAMANA,Independent,271,0,271,0.13,Gopalapuram
574,66,RAPAKA HAREESH KUMAR,Independent,528,0,528,0.25,Gopalapuram
575,66,NOTA,None of the Above,4488,12,4500,2.13,Gopalapuram
576,72,KODALI SRI VENKATESWARA RAO (NANI),Yuvajana Sramika Rythu Congress Party,55975,965,56940,33.18,Gudivada
577,72,BOSU BABU GUDIVADA,Bahujan Samaj Party,479,16,495,0.29,Gudivada
578,72,VADDADI GOVINDA RAO (RAJESH),Indian National Congress,1320,13,1333,0.78,Gudivada
579,72,VENIGANDLA RAMU,Telugu Desam,107975,2005,109980,64.09,Gudivada
580,72,ALLURI HEMANTH KUMAR,Jai Bharat National Party,388,1,389,0.23,Gudivada
581,72,AVULA PRAVEEN KUMAR,Telugu Rajadhikara Samiti Party,680,3,683,0.4,Gudivada
582,72,NALLAGANCHU VENKATA RAMBABU,Jatiya Jana Sena Party,203,1,204,0.12,Gudivada
583,72,KUMMARI BHAVANNARAYANA,Independent,94,1,95,0.06,Gudivada
584,72,GUNDABATHINA AMBEDKAR (RAJA),Independent,100,0,100,0.06,Gudivada
585,72,TALLURI PEDDA NAGESWARARAO,Independent,66,1,67,0.04,Gudivada
586,72,VADDADI NAGA RAJU,Independent,87,2,89,0.05,Gudivada
587,72,HASSAN AHMED ABDUL,Independent,230,0,230,0.13,Gudivada
588,72,NOTA,None of the Above,981,18,999,0.58,Gudivada
589,120,ANNEM MALLIKHARJUN,Bahujan Samaj Party,1583,15,1598,0.82,Gudur
590,120,DR UYYALA RAMAKRISHNA RAO,Indian National Congress,3276,32,3308,1.7,Gudur
591,120,PASIM SUNIL KUMAR,Telugu Desam,100844,1831,102675,52.77,Gudur
592,120,MERIGA MURALIDHAR,Yuvajana Sramika Rythu Congress Party,80929,554,81483,41.88,Gudur
593,120,KARLA RAMESH BABU,Indian Believers Party (IBP),303,1,304,0.16,Gudur
594,120,GORRIPATI VENKATESWARLU,Jai Bharat National Party,178,0,178,0.09,Gudur
595,120,DURTHATI POLAMMA,Pyramid Party of India,225,3,228,0.12,Gudur
596,120,SUNEEL RAJU DARLA,Samajwadi Party,139,1,140,0.07,Gudur
597,120,THATIPARTHI BABU,Independent,232,0,232,0.12,Gudur
598,120,PALLI KOTESWARA RAO,Independent,200,0,200,0.1,Gudur
599,120,BIKKI VENKATA RAMANAIAH,Independent,133,1,134,0.07,Gudur
600,120,BODDU MURALI,Independent,180,0,180,0.09,Gudur
601,120,YALAPALLI SRINIVASULU,Independent,266,0,266,0.14,Gudur
602,120,VADANALA VENKAIAH,Independent,510,0,510,0.26,Gudur
603,120,NOTA,None of the Above,3119,10,3129,1.61,Gudur
604,150,GUMMANUR JAYARAM,Telugu Desam,99952,1748,101700,49.19,Guntakal
605,150,K. PRABHAKAR,Indian National Congress,5074,72,5146,2.49,Guntakal
606,150,Y. VENKATA RAMA REDDY,Yuvajana Sramika Rythu Congress Party,93856,1018,94874,45.89,Guntakal
607,150,SHAIK ABDUL MALIK,Bahujan Samaj Party,928,10,938,0.45,Guntakal
608,150,JANGAM KRISHNA,Samajwadi Party,126,2,128,0.06,Guntakal
609,150,M. SASHIBUSHAN REDDY,Bharatha Chaitanya Yuvajana Party,81,0,81,0.04,Guntakal
610,150,RAHIMA P,Jaibhim Rao Bharat Party,97,1,98,0.05,Guntakal
611,150,G.M. ARUN KUMAR,Independent,107,1,108,0.05,Guntakal
612,150,C. ADINARAYANA CHOWDARY,Independent,72,0,72,0.03,Guntakal
